place,product,date,competitors_mean_price
Фалькония,Целебные травы,2216-07-24,7.84
Фалькония,Целебные травы,2216-07-25,7.63
Фалькония,Целебные травы,2216-07-26,7.69
Фалькония,Целебные травы,2216-07-27,7.75
Фалькония,Целебные травы,2216-07-28,7.67
Фалькония,Целебные травы,2216-07-29,7.19
Фалькония,Целебные травы,2216-07-30,8.81
Фалькония,Целебные травы,2216-07-31,7.65
Фалькония,Целебные травы,2216-08-01,7.78
Фалькония,Целебные травы,2216-08-02,7.67
Фалькония,Целебные травы,2216-08-03,7.78
Фалькония,Целебные травы,2216-08-04,8.22
Фалькония,Целебные травы,2216-08-05,8.22
Фалькония,Целебные травы,2216-08-06,7.65
Фалькония,Целебные травы,2216-08-07,7.35
Фалькония,Целебные травы,2216-08-08,7.73
Фалькония,Целебные травы,2216-08-09,7.64
Фалькония,Целебные травы,2216-08-10,8.22
Фалькония,Целебные травы,2216-08-11,8.22
Фалькония,Целебные травы,2216-08-12,7.35
Фалькония,Целебные травы,2216-08-13,7.35
Фалькония,Целебные травы,2216-08-14,8.24
Фалькония,Целебные травы,2216-08-15,6.81
Фалькония,Целебные травы,2216-08-16,7.75
Фалькония,Целебные травы,2216-08-17,7.58
Фалькония,Целебные травы,2216-08-18,7.85
Фалькония,Целебные травы,2216-08-19,8.52
Фалькония,Целебные травы,2216-08-20,8.5
Фалькония,Целебные травы,2216-08-21,6.81
Фалькония,Целебные травы,2216-08-22,7.95
Фалькония,Целебные травы,2216-08-23,7.95
Фалькония,Целебные травы,2216-08-24,7.95
Фалькония,Целебные травы,2216-08-25,9.06
Фалькония,Целебные травы,2216-08-26,7.95
Фалькония,Целебные травы,2216-08-27,7.98
Фалькония,Целебные травы,2216-08-28,7.98
Фалькония,Целебные травы,2216-08-29,7.95
Фалькония,Целебные травы,2216-08-30,7.95
Фалькония,Целебные травы,2216-08-31,7.98
Фалькония,Целебные травы,2216-09-01,7.98
Фалькония,Целебные травы,2216-09-02,7.94
Фалькония,Целебные травы,2216-09-03,8.12
Фалькония,Целебные травы,2216-09-04,7.67
Фалькония,Целебные травы,2216-09-05,6.95
Фалькония,Целебные травы,2216-09-06,7.54
Фалькония,Целебные травы,2216-09-07,8.04
Фалькония,Целебные травы,2216-09-08,8.12
Фалькония,Целебные травы,2216-09-09,8.16
Фалькония,Целебные травы,2216-09-10,8.76
Фалькония,Целебные травы,2216-09-11,7.85
Фалькония,Целебные травы,2216-09-12,7.85
Фалькония,Целебные травы,2216-09-13,8.07
Фалькония,Целебные травы,2216-09-14,6.95
Фалькония,Целебные травы,2216-09-15,8.46
Фалькония,Целебные травы,2216-09-16,8.18
Фалькония,Целебные травы,2216-09-17,8.12
Фалькония,Целебные травы,2216-09-18,7.85
Фалькония,Целебные травы,2216-09-19,7.58
Фалькония,Целебные травы,2216-09-20,8.09
Фалькония,Целебные травы,2216-09-21,8.04
Фалькония,Целебные травы,2216-09-22,7.02
Фалькония,Целебные травы,2216-09-23,7.02
Фалькония,Целебные травы,2216-09-24,8.04
Фалькония,Целебные травы,2216-09-25,7.59
Фалькония,Целебные травы,2216-09-26,8.38
Фалькония,Целебные травы,2216-09-27,7.61
Фалькония,Целебные травы,2216-09-28,8.14
Фалькония,Целебные травы,2216-09-29,8.22
Фалькония,Целебные травы,2216-09-30,7.59
Фалькония,Целебные травы,2216-10-01,8.04
Фалькония,Целебные травы,2216-10-02,8.22
Фалькония,Целебные травы,2216-10-03,8.41
Фалькония,Целебные травы,2216-10-04,7.26
Фалькония,Целебные травы,2216-10-05,7.55
Фалькония,Целебные травы,2216-10-06,7.55
Фалькония,Целебные травы,2216-10-07,7.54
Фалькония,Целебные травы,2216-10-08,7.26
Фалькония,Целебные травы,2216-10-09,8.19
Фалькония,Целебные травы,2216-10-10,8.44
Фалькония,Целебные травы,2216-10-11,8.19
Фалькония,Целебные травы,2216-10-12,8.0
Фалькония,Целебные травы,2216-10-13,8.19
Фалькония,Целебные травы,2216-10-14,8.19
Фалькония,Целебные травы,2216-10-15,8.44
Фалькония,Целебные травы,2216-10-16,8.56
Фалькония,Целебные травы,2216-10-17,8.44
Фалькония,Целебные травы,2216-10-18,7.54
Фалькония,Целебные травы,2216-10-19,8.44
Фалькония,Целебные травы,2216-10-20,8.19
Фалькония,Целебные травы,2216-10-21,8.41
Фалькония,Целебные травы,2216-10-22,8.65
Фалькония,Целебные травы,2216-10-23,7.23
Фалькония,Целебные травы,2216-10-24,8.88
Фалькония,Целебные травы,2216-10-25,8.52
Фалькония,Целебные травы,2216-10-26,7.81
Фалькония,Целебные травы,2216-10-27,7.73
Фалькония,Целебные травы,2216-10-28,9.01
Фалькония,Целебные травы,2216-10-29,8.52
Фалькония,Целебные травы,2216-10-30,8.09
Фалькония,Целебные травы,2216-10-31,8.88
Фалькония,Целебные травы,2216-11-01,7.23
Фалькония,Целебные травы,2216-11-02,9.01
Фалькония,Целебные травы,2216-11-03,7.73
Фалькония,Целебные травы,2216-11-04,7.85
Фалькония,Целебные травы,2216-11-05,7.85
Фалькония,Целебные травы,2216-11-06,7.92
Фалькония,Целебные травы,2216-11-07,9.17
Фалькония,Целебные травы,2216-11-08,8.88
Фалькония,Целебные травы,2216-11-09,8.66
Фалькония,Целебные травы,2216-11-10,8.07
Фалькония,Целебные травы,2216-11-11,7.85
Фалькония,Целебные травы,2216-11-12,8.14
Фалькония,Целебные травы,2216-11-13,8.07
Фалькония,Целебные травы,2216-11-14,8.14
Фалькония,Целебные травы,2216-11-15,9.17
Фалькония,Целебные травы,2216-11-16,8.61
Фалькония,Целебные травы,2216-11-17,8.44
Фалькония,Целебные травы,2216-11-18,8.44
Фалькония,Целебные травы,2216-11-19,7.85
Фалькония,Целебные травы,2216-11-20,7.47
Фалькония,Целебные травы,2216-11-21,8.79
Фалькония,Целебные травы,2216-11-22,7.97
Фалькония,Целебные травы,2216-11-23,8.16
Фалькония,Целебные травы,2216-11-24,9.07
Фалькония,Целебные травы,2216-11-25,8.46
Фалькония,Целебные травы,2216-11-26,8.04
Фалькония,Целебные травы,2216-11-27,7.78
Фалькония,Целебные травы,2216-11-28,8.46
Фалькония,Целебные травы,2216-11-29,8.56
Фалькония,Целебные травы,2216-11-30,8.56
Фалькония,Целебные травы,2216-12-01,8.04
Фалькония,Целебные травы,2216-12-02,9.98
Фалькония,Целебные травы,2216-12-03,8.28
Фалькония,Целебные травы,2216-12-04,8.79
Фалькония,Целебные травы,2216-12-05,8.79
Фалькония,Целебные травы,2216-12-06,8.54
Фалькония,Целебные травы,2216-12-07,8.62
Фалькония,Целебные травы,2216-12-08,8.06
Фалькония,Целебные травы,2216-12-09,8.03
Фалькония,Целебные травы,2216-12-10,8.68
Фалькония,Целебные травы,2216-12-11,8.28
Фалькония,Целебные травы,2216-12-12,7.94
Фалькония,Целебные травы,2216-12-13,8.06
Фалькония,Целебные травы,2216-12-14,9.22
Фалькония,Целебные травы,2216-12-15,8.2
Фалькония,Целебные травы,2216-12-16,8.2
Фалькония,Целебные травы,2216-12-17,8.12
Фалькония,Целебные травы,2216-12-18,8.12
Фалькония,Целебные травы,2216-12-19,8.28
Фалькония,Целебные травы,2216-12-20,9.22
Фалькония,Целебные травы,2216-12-21,8.28
Фалькония,Целебные травы,2216-12-22,8.11
Фалькония,Целебные травы,2216-12-23,7.93
Фалькония,Целебные травы,2216-12-24,8.85
Фалькония,Целебные травы,2216-12-25,8.9
Фалькония,Целебные травы,2216-12-26,7.93
Фалькония,Целебные травы,2216-12-27,8.73
Фалькония,Целебные травы,2216-12-28,8.27
Фалькония,Целебные травы,2216-12-29,8.16
Фалькония,Целебные травы,2216-12-30,9.28
Фалькония,Целебные травы,2216-12-31,8.73
Фалькония,Целебные травы,2217-01-01,8.65
Фалькония,Целебные травы,2217-01-02,9.28
Фалькония,Целебные травы,2217-01-03,8.27
Фалькония,Целебные травы,2217-01-04,8.12
Фалькония,Целебные травы,2217-01-05,8.67
Фалькония,Целебные травы,2217-01-06,8.27
Фалькония,Целебные травы,2217-01-07,9.32
Фалькония,Целебные травы,2217-01-08,9.15
Фалькония,Целебные травы,2217-01-09,8.63
Фалькония,Целебные травы,2217-01-10,8.1
Фалькония,Целебные травы,2217-01-11,8.97
Фалькония,Целебные травы,2217-01-12,8.35
Фалькония,Целебные травы,2217-01-13,8.7
Фалькония,Целебные травы,2217-01-14,8.7
Фалькония,Целебные травы,2217-01-15,8.7
Фалькония,Целебные травы,2217-01-16,9.15
Фалькония,Целебные травы,2217-01-17,9.15
Фалькония,Целебные травы,2217-01-18,8.08
Фалькония,Целебные травы,2217-01-19,7.93
Фалькония,Целебные травы,2217-01-20,8.7
Фалькония,Целебные травы,2217-01-21,9.0
Фалькония,Целебные травы,2217-01-22,8.11
Фалькония,Целебные травы,2217-01-23,8.06
Фалькония,Целебные травы,2217-01-24,8.06
Фалькония,Целебные травы,2217-01-25,9.42
Фалькония,Целебные травы,2217-01-26,7.61
Фалькония,Целебные травы,2217-01-27,8.08
Фалькония,Целебные травы,2217-01-28,8.25
Фалькония,Целебные травы,2217-01-29,9.04
Фалькония,Целебные травы,2217-01-30,8.25
Фалькония,Целебные травы,2217-01-31,8.93
Фалькония,Целебные травы,2217-02-01,8.72
Фалькония,Целебные травы,2217-02-02,8.04
Фалькония,Целебные травы,2217-02-03,9.04
Фалькония,Целебные травы,2217-02-04,9.11
Фалькония,Целебные травы,2217-02-05,8.68
Фалькония,Целебные травы,2217-02-06,8.72
Фалькония,Целебные травы,2217-02-07,8.77
Фалькония,Целебные травы,2217-02-08,9.29
Фалькония,Целебные травы,2217-02-09,7.95
Фалькония,Целебные травы,2217-02-10,7.95
Фалькония,Целебные травы,2217-02-11,7.96
Фалькония,Целебные травы,2217-02-12,10.5
Фалькония,Целебные травы,2217-02-13,9.4
Фалькония,Целебные травы,2217-02-14,8.83
Фалькония,Целебные травы,2217-02-15,8.98
Фалькония,Целебные травы,2217-02-16,8.41
Фалькония,Целебные травы,2217-02-17,8.3
Фалькония,Целебные травы,2217-02-18,8.3
Фалькония,Целебные травы,2217-02-19,8.98
Фалькония,Целебные травы,2217-02-20,8.64
Фалькония,Целебные травы,2217-02-21,9.17
Фалькония,Целебные травы,2217-02-22,8.41
Фалькония,Целебные травы,2217-02-23,10.5
Фалькония,Целебные травы,2217-02-24,7.84
Фалькония,Целебные травы,2217-02-25,8.88
Фалькония,Целебные травы,2217-02-26,8.9
Фалькония,Целебные травы,2217-02-27,8.41
Фалькония,Целебные травы,2217-02-28,8.37
Фалькония,Целебные травы,2217-03-01,9.11
Фалькония,Целебные травы,2217-03-02,9.26
Фалькония,Целебные травы,2217-03-03,8.41
Фалькония,Целебные травы,2217-03-04,9.17
Фалькония,Целебные травы,2217-03-05,8.4
Фалькония,Целебные травы,2217-03-06,9.55
Фалькония,Целебные травы,2217-03-07,8.58
Фалькония,Целебные травы,2217-03-08,9.03
Фалькония,Целебные травы,2217-03-09,8.94
Фалькония,Целебные травы,2217-03-10,8.84
Фалькония,Целебные травы,2217-03-11,8.94
Фалькония,Целебные травы,2217-03-12,9.35
Фалькония,Целебные травы,2217-03-13,8.58
Фалькония,Целебные травы,2217-03-14,8.73
Фалькония,Целебные травы,2217-03-15,9.55
Фалькония,Целебные травы,2217-03-16,9.03
Фалькония,Целебные травы,2217-03-17,8.58
Фалькония,Целебные травы,2217-03-18,9.22
Фалькония,Целебные травы,2217-03-19,9.07
Фалькония,Целебные травы,2217-03-20,8.73
Фалькония,Целебные травы,2217-03-21,9.55
Фалькония,Целебные травы,2217-03-22,8.94
Фалькония,Целебные травы,2217-03-23,8.94
Фалькония,Целебные травы,2217-03-24,9.66
Фалькония,Целебные травы,2217-03-25,9.13
Фалькония,Целебные травы,2217-03-26,10.76
Фалькония,Целебные травы,2217-03-27,9.78
Фалькония,Целебные травы,2217-03-28,9.59
Фалькония,Целебные травы,2217-03-29,9.29
Фалькония,Целебные травы,2217-03-30,9.17
Фалькония,Целебные травы,2217-03-31,8.56
Фалькония,Целебные травы,2217-04-01,8.56
Фалькония,Целебные травы,2217-04-02,9.99
Фалькония,Целебные травы,2217-04-03,9.18
Фалькония,Целебные травы,2217-04-04,9.22
Фалькония,Целебные травы,2217-04-05,9.18
Фалькония,Целебные травы,2217-04-06,9.18
Фалькония,Целебные травы,2217-04-07,9.01
Фалькония,Целебные травы,2217-04-08,8.59
Фалькония,Целебные травы,2217-04-09,9.71
Фалькония,Целебные травы,2217-04-10,8.59
Фалькония,Целебные травы,2217-04-11,9.95
Фалькония,Целебные травы,2217-04-12,9.18
Фалькония,Целебные травы,2217-04-13,7.97
Фалькония,Целебные травы,2217-04-14,9.28
Фалькония,Целебные травы,2217-04-15,8.8
Фалькония,Целебные травы,2217-04-16,9.38
Фалькония,Целебные травы,2217-04-17,9.46
Фалькония,Целебные травы,2217-04-18,11.14
Фалькония,Целебные травы,2217-04-19,9.14
Фалькония,Целебные травы,2217-04-20,8.8
Фалькония,Целебные травы,2217-04-21,9.48
Фалькония,Целебные травы,2217-04-22,10.21
Фалькония,Целебные травы,2217-04-23,8.93
Фалькония,Целебные травы,2217-04-24,9.55
Фалькония,Целебные травы,2217-04-25,8.93
Фалькония,Целебные травы,2217-04-26,8.95
Фалькония,Целебные травы,2217-04-27,11.14
Фалькония,Целебные травы,2217-04-28,8.95
Фалькония,Целебные травы,2217-04-29,8.95
Фалькония,Целебные травы,2217-04-30,9.21
Фалькония,Целебные травы,2217-05-01,9.25
Фалькония,Целебные травы,2217-05-02,8.82
Фалькония,Целебные травы,2217-05-03,9.28
Фалькония,Целебные травы,2217-05-04,9.93
Фалькония,Целебные травы,2217-05-05,8.36
Фалькония,Целебные травы,2217-05-06,9.25
Фалькония,Целебные травы,2217-05-07,11.5
Фалькония,Целебные травы,2217-05-08,9.28
Фалькония,Целебные травы,2217-05-09,9.21
Фалькония,Целебные травы,2217-05-10,8.95
Фалькония,Целебные травы,2217-05-11,9.78
Фалькония,Целебные травы,2217-05-12,9.78
Фалькония,Целебные травы,2217-05-13,10.62
Фалькония,Целебные травы,2217-05-14,9.88
Фалькония,Целебные травы,2217-05-15,11.76
Фалькония,Целебные травы,2217-05-16,10.08
Фалькония,Целебные травы,2217-05-17,11.76
Фалькония,Целебные травы,2217-05-18,9.2
Фалькония,Целебные травы,2217-05-19,9.97
Фалькония,Целебные травы,2217-05-20,9.47
Фалькония,Целебные травы,2217-05-21,9.84
Фалькония,Целебные травы,2217-05-22,9.88
Фалькония,Целебные травы,2217-05-23,11.76
Фалькония,Целебные травы,2217-05-24,9.47
Фалькония,Целебные травы,2217-05-25,10.74
Фалькония,Целебные травы,2217-05-26,9.07
Фалькония,Целебные травы,2217-05-27,8.94
Фалькония,Целебные травы,2217-05-28,10.74
Фалькония,Целебные травы,2217-05-29,10.82
Фалькония,Целебные травы,2217-05-30,9.89
Фалькония,Целебные травы,2217-05-31,9.47
Фалькония,Целебные травы,2217-06-01,10.62
Фалькония,Целебные травы,2217-06-02,9.29
Фалькония,Целебные травы,2217-06-03,10.19
Фалькония,Целебные травы,2217-06-04,12.18
Фалькония,Целебные травы,2217-06-05,10.21
Фалькония,Целебные травы,2217-06-06,11.2
Фалькония,Целебные травы,2217-06-07,9.69
Фалькония,Целебные травы,2217-06-08,9.2
Фалькония,Целебные травы,2217-06-09,11.2
Фалькония,Целебные травы,2217-06-10,10.68
Фалькония,Целебные травы,2217-06-11,8.18
Фалькония,Целебные травы,2217-06-12,9.84
Фалькония,Целебные травы,2217-06-13,12.18
Фалькония,Целебные травы,2217-06-14,8.18
Фалькония,Целебные травы,2217-06-15,12.31
Фалькония,Целебные травы,2217-06-16,10.2
Фалькония,Целебные травы,2217-06-17,10.74
Фалькония,Целебные травы,2217-06-18,12.31
Фалькония,Целебные травы,2217-06-19,9.14
Фалькония,Целебные травы,2217-06-20,12.31
Фалькония,Целебные травы,2217-06-21,9.87
Фалькония,Целебные травы,2217-06-22,8.8
Фалькония,Целебные травы,2217-06-23,9.53
Фалькония,Целебные травы,2217-06-24,8.08
Фалькония,Целебные травы,2217-06-25,9.53
Фалькония,Целебные травы,2217-06-26,10.09
Фалькония,Целебные травы,2217-06-27,10.14
Фалькония,Целебные травы,2217-06-28,10.14
Фалькония,Целебные травы,2217-06-29,12.31
Фалькония,Целебные травы,2217-06-30,10.08
Фалькония,Целебные травы,2217-07-01,9.34
Фалькония,Целебные травы,2217-07-02,10.09
Фалькония,Целебные травы,2217-07-03,10.09
Фалькония,Целебные травы,2217-07-04,10.24
Фалькония,Целебные травы,2217-07-05,10.37
Фалькония,Целебные травы,2217-07-06,10.87
Фалькония,Целебные травы,2217-07-07,10.24
Фалькония,Целебные травы,2217-07-08,10.12
Фалькония,Целебные травы,2217-07-09,9.36
Фалькония,Целебные травы,2217-07-10,10.37
Фалькония,Целебные травы,2217-07-11,12.62
Фалькония,Целебные травы,2217-07-12,12.62
Фалькония,Целебные травы,2217-07-13,8.61
Фалькония,Целебные травы,2217-07-14,12.62
Фалькония,Целебные травы,2217-07-15,10.2
Фалькония,Целебные травы,2217-07-16,10.2
Фалькония,Целебные травы,2217-07-17,9.48
Фалькония,Целебные травы,2217-07-18,9.48
Фалькония,Целебные травы,2217-07-19,9.48
Фалькония,Целебные травы,2217-07-20,9.48
Фалькония,Целебные травы,2217-07-21,10.92
Фалькония,Целебные травы,2217-07-22,10.15
Фалькония,Целебные травы,2217-07-23,11.06
Фалькония,Целебные травы,2217-07-24,9.99
Фалькония,Целебные травы,2217-07-25,10.26
Фалькония,Целебные травы,2217-07-26,12.9
Фалькония,Целебные травы,2217-07-27,9.39
Фалькония,Целебные травы,2217-07-28,7.89
Фалькония,Целебные травы,2217-07-29,10.15
Фалькония,Целебные травы,2217-07-30,10.4
Фалькония,Целебные травы,2217-07-31,12.9
Фалькония,Целебные травы,2217-08-01,11.07
Фалькония,Целебные травы,2217-08-02,9.21
Фалькония,Целебные травы,2217-08-03,10.15
Фалькония,Целебные травы,2217-08-04,10.0
Фалькония,Целебные травы,2217-08-05,11.12
Фалькония,Целебные травы,2217-08-06,9.56
Фалькония,Целебные травы,2217-08-07,12.07
Фалькония,Целебные травы,2217-08-08,8.55
Фалькония,Целебные травы,2217-08-09,12.07
Фалькония,Целебные травы,2217-08-10,12.07
Фалькония,Целебные травы,2217-08-11,11.12
Фалькония,Целебные травы,2217-08-12,12.9
Фалькония,Целебные травы,2217-08-13,10.23
Фалькония,Целебные травы,2217-08-14,11.15
Фалькония,Целебные травы,2217-08-15,10.34
Фалькония,Целебные травы,2217-08-16,11.11
Фалькония,Целебные травы,2217-08-17,11.11
Фалькония,Целебные травы,2217-08-18,10.45
Фалькония,Целебные травы,2217-08-19,10.45
Фалькония,Целебные травы,2217-08-20,10.36
Фалькония,Целебные травы,2217-08-21,7.99
Фалькония,Целебные травы,2217-08-22,11.11
Фалькония,Целебные травы,2217-08-23,9.48
Фалькония,Целебные травы,2217-08-24,9.58
Фалькония,Целебные травы,2217-08-25,11.26
Фалькония,Целебные травы,2217-08-26,11.27
Фалькония,Целебные травы,2217-08-27,11.3
Фалькония,Целебные травы,2217-08-28,10.45
Фалькония,Целебные травы,2217-08-29,10.79
Фалькония,Целебные травы,2217-08-30,10.79
Фалькония,Целебные травы,2217-08-31,10.4
Фалькония,Целебные травы,2217-09-01,10.79
Фалькония,Целебные травы,2217-09-02,10.19
Фалькония,Целебные травы,2217-09-03,9.64
Фалькония,Целебные травы,2217-09-04,10.54
Фалькония,Целебные травы,2217-09-05,10.79
Фалькония,Целебные травы,2217-09-06,9.62
Фалькония,Целебные травы,2217-09-07,9.62
Фалькония,Целебные травы,2217-09-08,10.21
Фалькония,Целебные травы,2217-09-09,10.43
Фалькония,Целебные травы,2217-09-10,8.78
Фалькония,Целебные травы,2217-09-11,8.78
Фалькония,Целебные травы,2217-09-12,9.57
Фалькония,Целебные травы,2217-09-13,8.78
Фалькония,Целебные травы,2217-09-14,8.78
Фалькония,Целебные травы,2217-09-15,10.39
Фалькония,Целебные травы,2217-09-16,10.78
Фалькония,Целебные травы,2217-09-17,10.78
Фалькония,Целебные травы,2217-09-18,9.49
Фалькония,Целебные травы,2217-09-19,11.45
Фалькония,Целебные травы,2217-09-20,11.64
Фалькония,Целебные травы,2217-09-21,9.63
Фалькония,Целебные травы,2217-09-22,9.38
Фалькония,Целебные травы,2217-09-23,9.55
Фалькония,Целебные травы,2217-09-24,9.38
Фалькония,Целебные травы,2217-09-25,8.91
Фалькония,Целебные травы,2217-09-26,10.38
Фалькония,Целебные травы,2217-09-27,10.39
Фалькония,Целебные травы,2217-09-28,10.63
Фалькония,Целебные травы,2217-09-29,8.91
Фалькония,Целебные травы,2217-09-30,9.55
Фалькония,Целебные травы,2217-10-01,10.39
Фалькония,Целебные травы,2217-10-02,7.9
Фалькония,Целебные травы,2217-10-03,11.79
Фалькония,Целебные травы,2217-10-04,12.1
Фалькония,Целебные травы,2217-10-05,10.71
Фалькония,Целебные травы,2217-10-06,12.16
Фалькония,Целебные травы,2217-10-07,13.48
Фалькония,Целебные травы,2217-10-08,11.52
Фалькония,Целебные травы,2217-10-09,8.29
Фалькония,Целебные травы,2217-10-10,10.66
Фалькония,Целебные травы,2217-10-11,10.66
Фалькония,Целебные травы,2217-10-12,10.22
Фалькония,Целебные травы,2217-10-13,9.94
Фалькония,Целебные травы,2217-10-14,8.29
Фалькония,Целебные травы,2217-10-15,9.94
Фалькония,Целебные травы,2217-10-16,11.67
Фалькония,Целебные травы,2217-10-17,9.79
Фалькония,Целебные травы,2217-10-18,10.76
Фалькония,Целебные травы,2217-10-19,10.76
Фалькония,Целебные травы,2217-10-20,9.79
Фалькония,Целебные травы,2217-10-21,12.39
Фалькония,Целебные травы,2217-10-22,11.3
Фалькония,Целебные травы,2217-10-23,11.02
Фалькония,Целебные травы,2217-10-24,11.89
Фалькония,Целебные травы,2217-10-25,10.88
Фалькония,Целебные травы,2217-10-26,10.01
Фалькония,Целебные травы,2217-10-27,10.3
Фалькония,Целебные травы,2217-10-28,9.87
Фалькония,Целебные травы,2217-10-29,10.09
Фалькония,Целебные травы,2217-10-30,9.41
Фалькония,Целебные травы,2217-10-31,8.52
Фалькония,Целебные травы,2217-11-01,13.48
Фалькония,Целебные травы,2217-11-02,10.3
Фалькония,Целебные травы,2217-11-03,9.98
Фалькония,Целебные травы,2217-11-04,10.77
Фалькония,Целебные травы,2217-11-05,11.89
Фалькония,Целебные травы,2217-11-06,10.3
Фалькония,Целебные травы,2217-11-07,11.89
Фалькония,Целебные травы,2217-11-08,11.1
Фалькония,Целебные травы,2217-11-09,12.68
Фалькония,Целебные травы,2217-11-10,12.68
Фалькония,Целебные травы,2217-11-11,11.89
Фалькония,Целебные травы,2217-11-12,10.3
Фалькония,Целебные травы,2217-11-13,9.41
Фалькония,Целебные травы,2217-11-14,12.04
Фалькония,Целебные травы,2217-11-15,11.99
Фалькония,Целебные травы,2217-11-16,10.2
Фалькония,Целебные травы,2217-11-17,9.37
Фалькония,Целебные травы,2217-11-18,10.2
Фалькония,Целебные травы,2217-11-19,11.12
Фалькония,Целебные травы,2217-11-20,11.06
Фалькония,Целебные травы,2217-11-21,11.4
Фалькония,Целебные травы,2217-11-22,11.53
Фалькония,Целебные травы,2217-11-23,11.2
Фалькония,Целебные травы,2217-11-24,12.12
Фалькония,Целебные травы,2217-11-25,9.34
Фалькония,Целебные травы,2217-11-26,12.12
Фалькония,Целебные травы,2217-11-27,9.34
Фалькония,Целебные травы,2217-11-28,11.53
Фалькония,Целебные травы,2217-11-29,12.03
Фалькония,Целебные травы,2217-11-30,10.37
Фалькония,Целебные травы,2217-12-01,12.03
Фалькония,Целебные травы,2217-12-02,10.75
Фалькония,Целебные травы,2217-12-03,10.75
Фалькония,Целебные травы,2217-12-04,10.28
Фалькония,Целебные травы,2217-12-05,10.37
Фалькония,Целебные травы,2217-12-06,10.71
Фалькония,Целебные травы,2217-12-07,8.45
Фалькония,Целебные травы,2217-12-08,12.94
Фалькония,Целебные травы,2217-12-09,8.65
Фалькония,Целебные травы,2217-12-10,10.47
Фалькония,Целебные травы,2217-12-11,12.94
Фалькония,Целебные травы,2217-12-12,8.65
Фалькония,Целебные травы,2217-12-13,10.78
Фалькония,Целебные травы,2217-12-14,8.65
Фалькония,Целебные травы,2217-12-15,11.19
Фалькония,Целебные травы,2217-12-16,11.99
Фалькония,Целебные травы,2217-12-17,12.29
Фалькония,Целебные травы,2217-12-18,12.29
Фалькония,Целебные травы,2217-12-19,11.84
Фалькония,Целебные травы,2217-12-20,11.84
Фалькония,Целебные травы,2217-12-21,10.34
Фалькония,Целебные травы,2217-12-22,11.16
Фалькония,Целебные травы,2217-12-23,12.13
Фалькония,Целебные травы,2217-12-24,11.16
Фалькония,Целебные травы,2217-12-25,10.56
Фалькония,Целебные травы,2217-12-26,10.86
Фалькония,Целебные травы,2217-12-27,11.96
Фалькония,Целебные травы,2217-12-28,12.13
Фалькония,Целебные травы,2217-12-29,11.26
Фалькония,Целебные травы,2217-12-30,12.13
Фалькония,Целебные травы,2217-12-31,13.68
Фалькония,Целебные травы,2218-01-01,9.66
Фалькония,Целебные травы,2218-01-02,12.47
Фалькония,Целебные травы,2218-01-03,10.77
Фалькония,Целебные травы,2218-01-04,10.6
Фалькония,Целебные травы,2218-01-05,11.9
Фалькония,Целебные травы,2218-01-06,11.31
Фалькония,Целебные травы,2218-01-07,11.36
Фалькония,Целебные травы,2218-01-08,11.9
Фалькония,Целебные травы,2218-01-09,10.25
Фалькония,Целебные травы,2218-01-10,11.9
Фалькония,Целебные травы,2218-01-11,9.8
Фалькония,Целебные травы,2218-01-12,9.8
Фалькония,Целебные травы,2218-01-13,12.26
Фалькония,Целебные травы,2218-01-14,11.79
Фалькония,Целебные травы,2218-01-15,11.07
Фалькония,Целебные травы,2218-01-16,11.79
Фалькония,Целебные травы,2218-01-17,11.48
Фалькония,Целебные травы,2218-01-18,9.84
Фалькония,Целебные травы,2218-01-19,11.23
Фалькония,Целебные травы,2218-01-20,9.84
Фалькония,Целебные травы,2218-01-21,9.13
Фалькония,Целебные травы,2218-01-22,13.01
Фалькония,Целебные травы,2218-01-23,10.91
Фалькония,Целебные травы,2218-01-24,10.91
Фалькония,Целебные травы,2218-01-25,9.84
Фалькония,Целебные травы,2218-01-26,11.23
Фалькония,Целебные травы,2218-01-27,10.39
Фалькония,Целебные травы,2218-01-28,10.74
Фалькония,Целебные травы,2218-01-29,11.4
Фалькония,Целебные травы,2218-01-30,13.05
Фалькония,Целебные травы,2218-01-31,11.34
Фалькония,Целебные травы,2218-02-01,11.34
Фалькония,Целебные травы,2218-02-02,11.34
Фалькония,Целебные травы,2218-02-03,9.13
Фалькония,Целебные травы,2218-02-04,11.34
Фалькония,Целебные травы,2218-02-05,10.78
Фалькония,Целебные травы,2218-02-06,9.13
Фалькония,Целебные травы,2218-02-07,12.44
Фалькония,Целебные травы,2218-02-08,12.08
Фалькония,Целебные травы,2218-02-09,10.39
Фалькония,Целебные травы,2218-02-10,11.42
Фалькония,Целебные травы,2218-02-11,11.42
Фалькония,Целебные травы,2218-02-12,12.44
Фалькония,Целебные травы,2218-02-13,11.01
Фалькония,Целебные травы,2218-02-14,10.94
Фалькония,Целебные травы,2218-02-15,10.94
Фалькония,Целебные травы,2218-02-16,11.32
Фалькония,Целебные травы,2218-02-17,10.2
Фалькония,Целебные травы,2218-02-18,11.8
Фалькония,Целебные травы,2218-02-19,11.69
Фалькония,Целебные травы,2218-02-20,10.94
Фалькония,Целебные травы,2218-02-21,13.41
Фалькония,Целебные травы,2218-02-22,13.41
Фалькония,Целебные травы,2218-02-23,11.32
Фалькония,Целебные травы,2218-02-24,11.32
Фалькония,Целебные травы,2218-02-25,13.28
